,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
832,1,167.88221232275293,567.96655,0,713.39453,0.73615766,-33190.918,-33023.074,-33161.953,562.93494,0,858.5897,0.05917924,-33190.918,-33197.184,557.68427,0,710.20233,0.7520485,-33190.918,-33158.918,585.75793,0,999.5327,0.0015565999,-33190.918,-33191.305,583.75085,0,757.21716,0.4708654,-33190.918,-33193.023
835,0,177.14940761545537,331.7511,1,459.07535,0.69541645,-41655.008,-41477.87,-41632.75,336.3776,0,477.48605,0.5867659,-41655.008,-41647.035,326.05215,1,488.70355,0.5152838,-41655.008,-41653.79,326.63147,1,443.25845,0.77439284,-41655.008,-41617.977,322.1878,1,454.25473,0.72109234,-41655.008,-41628.457
840,1,202.16447563624797,107.372856,2,264.71503,0.7527456,-33578.688,-33376.53,-33546.105,111.604324,2,301.91324,0.53910494,-33578.688,-33575.402,114.65269,2,286.55234,0.63457876,-33578.688,-33565.074,114.1708,2,294.20618,0.5878369,-33578.688,-33570.58,116.207634,2,273.9605,0.7059408,-33578.688,-33554.656
843,0,194.55043719511278,71.86354,3,226.60255,0.7481232,-37418.12,-37223.574,-37386.4,70.657326,3,179.15451,0.9093099,-37418.12,-37336.414,69.892235,3,243.75006,0.656694,-37418.12,-37401.53,75.86215,3,214.13124,0.80354303,-37418.12,-37374.027,77.051575,3,223.68968,0.7619526,-37418.12,-37383.586
844,0,189.76220772055984,225.9258,1,369.3199,0.7292301,-37556.875,-37367.125,-37528.836,228.96251,1,425.75693,0.38605526,-37556.875,-37563.82,221.45596,1,388.68323,0.62051785,-37556.875,-37545.04,213.07404,1,352.37863,0.8064212,-37556.875,-37512.21,217.55833,1,365.19736,0.74964964,-37556.875,-37524.965
846,1,236.87102727028508,61.26733,3,251.87314,0.79559183,-39359.094,-39122.227,-39317.0,69.15155,3,184.89389,0.9559206,-39359.094,-39244.48,64.70138,3,238.78629,0.8448612,-39359.094,-39303.33,66.158806,3,277.34592,0.6693032,-39359.094,-39340.723,62.590164,3,258.03625,0.7686724,-39359.094,-39323.16
853,0,233.9605350541636,247.67068,1,431.8907,0.7890644,-47760.21,-47526.254,-47719.777,237.59184,1,470.5063,0.58061445,-47760.21,-47752.88,250.83907,1,416.78088,0.8465957,-47760.21,-47704.04,246.26775,1,418.45685,0.8409142,-47760.21,-47705.82,243.54988,1,429.24518,0.80017513,-47760.21,-47717.094
857,1,391.565311233628,111.91003,2,425.2436,0.8768191,-27251.295,-26859.744,-27184.965,102.507034,2,314.428,0.99205977,-27251.295,-27066.305,106.10742,2,278.38092,0.99685025,-27251.295,-27029.475,111.08393,2,445.24207,0.8091461,-27251.295,-27206.26,106.481834,2,430.63666,0.8609298,-27251.295,-27190.803
864,0,237.7864389497846,75.739,3,267.071,0.79620636,-47597.258,-47359.477,-47554.973,74.43048,3,288.7858,0.6912154,-47597.258,-47575.56,76.78081,3,250.33728,0.85715336,-47597.258,-47537.395,73.08784,3,253.66814,0.8463716,-47597.258,-47540.96,77.15266,3,263.3796,0.8111478,-47597.258,-47551.184
871,1,217.44169884333436,434.59103,0,600.7558,0.7676989,-38440.336,-38222.91,-38404.934,433.40048,0,406.55634,0.998002,-38440.336,-38200.508,450.66745,0,607.86725,0.73319036,-38440.336,-38411.746,427.12537,0,624.23065,0.64267826,-38440.336,-38425.785,439.70242,0,642.9107,0.5256333,-38440.336,-38438.254
877,1,171.7998118272164,255.62474,1,387.73132,0.7069317,-30651.646,-30479.867,-30627.56,256.1821,1,588.4565,0.013111927,-30651.646,-30653.832,242.00336,1,408.33173,0.5862043,-30651.646,-30643.75,266.54105,1,689.53107,0.0009548427,-30651.646,-30651.902,247.96268,1,389.9761,0.6948012,-30651.646,-30629.533
878,0,170.10621155881591,619.69824,0,727.08594,0.6413868,-40564.395,-40394.312,-40550.035,596.46954,0,711.8103,0.7267223,-40564.395,-40537.023,587.01917,0,738.2539,0.572375,-40564.395,-40557.97,608.52075,0,707.96625,0.7460844,-40564.395,-40533.426,591.3418,0,670.3712,0.8862634,-40564.395,-40494.29
900,1,181.05555182762583,72.64442,3,216.74634,0.7295709,-34884.344,-34703.297,-34856.145,67.39466,3,170.77917,0.89764136,-34884.344,-34808.387,75.44048,3,249.05559,0.5406547,-34884.344,-34880.914,72.998665,3,246.12859,0.5592824,-34884.344,-34879.16,75.2234,3,223.8232,0.6922967,-34884.344,-34862.484
905,0,214.91740309221828,33.20976,3,209.3867,0.7784812,-44233.18,-44018.258,-44195.01,39.885025,3,213.55478,0.7595061,-44233.18,-44199.11,39.86289,3,215.03442,0.75252664,-44233.18,-44200.54,40.00904,3,197.78065,0.82551146,-44233.18,-44183.13,41.34603,3,207.1291,0.78828794,-44233.18,-44192.758
923,0,173.61144506010373,139.75923,2,273.88284,0.7098366,-36058.7,-35885.098,-36034.0,128.63495,2,222.71323,0.9010214,-36058.7,-35981.242,126.515755,2,297.89642,0.5689162,-36058.7,-36052.562,124.759766,2,256.04855,0.79459906,-36058.7,-36016.88,129.49278,2,266.2297,0.74862385,-36058.7,-36026.918
925,0,185.31342002464382,163.60806,2,306.22238,0.72735167,-36508.17,-36322.863,-36480.434,154.14159,2,339.53784,0.53097165,-36508.17,-36505.61,164.4011,2,334.1244,0.5654471,-36508.17,-36502.387,160.52504,2,291.68185,0.79494405,-36508.17,-36466.305,151.33226,2,298.32956,0.7656944,-36508.17,-36472.93
928,0,174.97376075276816,313.04626,1,446.94458,0.7109261,-34620.516,-34445.56,-34595.766,296.51453,1,745.6544,0.0010573968,-34620.516,-34620.797,320.35312,1,483.25385,0.49032545,-34620.516,-34621.25,303.1627,1,430.2411,0.79104614,-34620.516,-34579.766,332.3729,1,450.56885,0.69130564,-34620.516,-34598.953
941,0,268.5840365541703,41.955185,3,259.73074,0.8209059,-48437.543,-48168.96,-48388.82,51.9548,3,285.40826,0.7035071,-48437.543,-48413.85,51.511997,3,226.17392,0.9154953,-48437.543,-48352.484,47.5045,3,248.07741,0.86072063,-48437.543,-48376.43,52.563675,3,257.73657,0.8283125,-48437.543,-48386.73
975,0,189.37760191214235,257.64597,1,413.336,0.7509038,-37605.223,-37415.855,-37573.1,267.9007,1,368.04,0.9064266,-37605.223,-37525.395,255.1838,1,420.93555,0.7124944,-37605.223,-37580.16,253.58737,1,398.82886,0.81419784,-37605.223,-37558.586,256.57117,1,411.19128,0.76113784,-37605.223,-37571.03
976,0,167.6536519772733,384.17935,0,514.7657,0.70396245,-36298.258,-36130.63,-36274.695,359.89166,0,615.51105,0.14889058,-36298.258,-36308.27,379.97906,0,540.2713,0.55138856,-36298.258,-36293.867,357.79565,0,493.72418,0.8038623,-36298.258,-36254.434,377.5067,0,479.27393,0.8561823,-36298.258,-36239.215
977,0,197.4479257400244,65.35357,3,221.09818,0.74964017,-39313.617,-39116.168,-39281.58,61.893475,3,225.67267,0.72698796,-39313.617,-39285.867,65.42116,3,239.47458,0.6514316,-39313.617,-39297.742,63.02054,3,207.15726,0.8106418,-39313.617,-39267.668,60.725483,3,215.82686,0.77414334,-39313.617,-39276.445
1009,1,216.63558198287254,197.58098,1,372.97665,0.7786646,-37313.96,-37097.336,-37275.96,206.206,1,500.99338,0.11451398,-37313.96,-37323.035,207.855,1,375.67725,0.76646286,-37313.96,-37278.625,215.42352,1,403.64197,0.6148406,-37313.96,-37302.81,211.99203,1,379.85422,0.7466407,-37313.96,-37282.66
1021,0,191.1252027290275,143.7998,2,297.80325,0.74735385,-38452.1,-38260.99,-38420.582,157.20135,2,292.27765,0.7731947,-38452.1,-38415.223,150.45367,2,320.7871,0.6209687,-38452.1,-38440.184,146.70667,2,284.9869,0.8043768,-38452.1,-38407.867,153.50992,2,295.489,0.75841385,-38452.1,-38418.36
1027,1,196.84372837914458,124.318344,2,282.0198,0.7535312,-32140.219,-31943.38,-32107.512,121.780846,2,258.69193,0.8478051,-32140.219,-32083.639,119.09357,2,290.79895,0.7092312,-32140.219,-32115.658,130.97922,2,311.3539,0.5896275,-32140.219,-32131.922,127.306984,2,289.86258,0.71418,-32140.219,-32114.816
1037,0,242.61114664553565,479.1534,0,671.3516,0.7987745,-48899.727,-48657.13,-48857.156,469.16187,0,695.78204,0.6784739,-48899.727,-48880.145,476.81406,0,632.87,0.9147574,-48899.727,-48815.777,463.01114,0,655.0429,0.85819244,-48899.727,-48839.996,465.84933,0,622.46027,0.9335236,-48899.727,-48804.336
1038,0,194.14046346094554,416.36047,0,566.3162,0.74242336,-37756.29,-37562.164,-37725.95,404.68134,0,480.25714,0.9638829,-37756.29,-37633.953,415.22012,0,573.97064,0.7027381,-37756.29,-37732.953,416.55154,0,552.4913,0.80476713,-37756.29,-37712.277,422.06323,0,528.267,0.88524204,-37756.29,-37686.438
1040,0,338.240766018399,45.883007,3,321.61688,0.85890764,-41855.383,-41517.15,-41795.07,52.336735,3,227.81432,0.9854309,-41855.383,-41693.746,54.88297,3,229.39742,0.98483634,-41855.383,-41695.406,56.557327,3,310.84402,0.889239,-41855.383,-41783.36,49.314896,3,318.34576,0.8687848,-41855.383,-41791.535
1055,0,172.97098420712348,323.13522,1,460.97662,0.71927065,-34898.09,-34725.14,-34871.918,327.68292,1,364.45798,0.9686846,-34898.09,-34769.348,321.82758,1,484.66382,0.58142495,-34898.09,-34890.703,310.17462,1,443.68716,0.80020434,-34898.09,-34855.137,313.94922,1,456.5393,0.7418324,-34898.09,-34867.805
1060,1,195.1666594074083,200.5605,1,347.60974,0.73621935,-32202.19,-32007.033,-32172.896,200.23672,1,373.38007,0.589481,-32202.19,-32193.922,196.85146,1,365.1551,0.639669,-32202.19,-32187.963,197.83455,1,374.94022,0.5797048,-32202.19,-32194.965,195.57153,1,350.52945,0.72133374,-32202.19,-32175.598
1069,1,173.3561721016181,96.128914,2,244.37108,0.737686,-29410.934,-29237.586,-29381.293,89.82263,2,272.30176,0.5782021,-29410.934,-29403.85,91.350136,2,264.26923,0.6276527,-29410.934,-29398.201,92.81856,2,271.42535,0.58370125,-29410.934,-29403.27,93.87222,2,251.08128,0.7029612,-29410.934,-29387.402
1091,0,251.2751143394045,233.58228,1,443.32095,0.8147295,-49017.06,-48765.797,-48970.195,239.0652,1,453.745,0.770777,-49017.06,-48980.758,244.80284,1,411.00873,0.9098906,-49017.06,-48935.316,235.63452,1,430.811,0.8585048,-49017.06,-48956.938,232.94655,1,441.4626,0.82183087,-49017.06,-48968.26
1102,0,175.24623108109165,413.72296,0,559.86475,0.73539513,-40414.293,-40239.066,-40385.242,397.85718,0,387.7714,0.99577785,-40414.293,-40203.582,395.39267,0,555.0106,0.75911367,-40414.293,-40380.613,392.88132,0,541.03503,0.8189343,-40414.293,-40366.51,414.27234,0,521.85547,0.88129526,-40414.293,-40345.973
1109,0,167.48781839474455,276.83087,1,415.11133,0.7197789,-34852.37,-34684.902,-34826.074,293.9918,1,411.7768,0.736798,-34852.37,-34822.996,305.3988,1,468.95374,0.38997364,-34852.37,-34859.125,272.96362,1,400.13824,0.79079974,-34852.37,-34811.64,290.05914,1,416.85434,0.71062005,-34852.37,-34827.65
1112,1,178.3657904603335,1121.5453,0,1237.3542,0.6754042,-29910.031,-29731.746,-29891.438,1097.0215,0,1036.6675,0.9976566,-29910.031,-29682.346,1091.2264,0,1220.4032,0.7656656,-29910.031,-29875.96,1119.9164,0,1549.3016,0.00049558125,-29910.031,-29910.172,1060.0504,0,1276.0101,0.42654458,-29910.031,-29914.771
1116,1,222.14738932516204,48.403847,3,222.0586,0.77551717,-37634.516,-37412.375,-37597.062,51.087692,3,160.03247,0.9442584,-37634.516,-37530.344,48.37111,3,223.17044,0.77051806,-37634.516,-37598.16,47.37122,3,247.22028,0.64431113,-37634.516,-37619.61,44.846676,3,227.33516,0.7510926,-37634.516,-37602.2
1121,0,259.91564777993574,190.9883,1,388.883,0.80342984,-48756.492,-48496.582,-48712.516,183.24205,1,575.2857,0.032514147,-48756.492,-48760.773,171.77338,2,341.17413,0.933007,-48756.492,-48660.906,178.16074,1,373.6135,0.85819954,-48756.492,-48696.414,181.2521,1,385.2659,0.8177065,-48756.492,-48708.78
1157,1,184.64981516903586,99.1616,2,250.92287,0.74347234,-34921.27,-34736.625,-34890.49,109.135574,2,220.1464,0.86462975,-34921.27,-34858.863,108.1496,2,280.33374,0.5764792,-34921.27,-34914.36,98.28917,2,278.44894,0.5882501,-34921.27,-34913.11,92.04045,2,256.40512,0.7156984,-34921.27,-34895.562
1161,0,191.35677413060313,284.50497,1,440.95288,0.7522954,-37633.086,-37441.742,-37600.72,289.17325,1,416.70862,0.8502078,-37633.086,-37575.9,286.85416,1,451.2204,0.6996997,-37633.086,-37610.168,291.20883,1,428.92813,0.8055058,-37633.086,-37588.746,265.72565,1,434.68488,0.7811691,-37633.086,-37594.586
1172,0,177.5679593147814,476.41815,0,597.95703,0.6826027,-36791.305,-36613.76,-36771.15,450.52084,0,769.3385,0.024427092,-36791.305,-36794.766,476.41306,0,632.4865,0.4675863,-36791.305,-36793.65,445.62097,0,574.9756,0.7960076,-36791.305,-36749.5,439.4722,0,552.52637,0.8746543,-36791.305,-36725.742
1173,0,171.89436383880508,625.30695,0,775.8906,0.7442808,-43320.88,-43149.01,-43290.27,643.2147,0,611.5122,0.9951724,-43320.88,-43116.37,639.63684,0,788.56964,0.67677057,-43320.88,-43301.63,646.9696,0,767.01636,0.7855667,-43320.88,-43281.61,639.59937,0,716.9312,0.93073153,-43320.88,-43227.74
1186,0,247.25992591015302,104.75382,2,294.9998,0.7951371,-48701.305,-48454.047,-48659.297,94.92819,2,314.36432,0.70250934,-48701.305,-48677.793,98.15043,2,270.77203,0.8784342,-48701.305,-48633.61,108.60545,2,282.8119,0.84142035,-48701.305,-48646.598,98.283424,2,289.3226,0.8178412,-48701.305,-48653.453
1197,1,180.30998993848692,320.52304,1,481.2375,0.7597919,-30791.92,-30611.635,-30758.174,329.07242,1,462.64783,0.836588,-30791.92,-30739.207,338.06302,1,500.18896,0.65936965,-30791.92,-30775.127,338.53775,1,513.9784,0.57516277,-30791.92,-30785.203,340.02893,0,524.67145,0.5064148,-30791.92,-30791.418
1204,0,251.72417993852372,56.964855,3,257.27576,0.80527824,-48666.098,-48414.37,-48621.53,56.40179,3,253.20543,0.82113075,-48666.098,-48617.31,57.72259,3,232.11281,0.8874189,-48666.098,-48594.652,59.935814,3,245.0441,0.8498154,-48666.098,-48608.67,58.43202,3,253.63048,0.8195243,-48666.098,-48617.75
1233,1,195.31470003273668,239.33203,1,396.8015,0.7539781,-32995.72,-32800.414,-32963.027,238.95287,1,476.32452,0.28187117,-32995.72,-33005.91,235.44206,1,402.05746,0.7279405,-32995.72,-32967.984,230.00887,1,420.56845,0.6239398,-32995.72,-32983.492,231.03778,1,398.97644,0.74343586,-32995.72,-32965.098
1236,1,189.5238530659041,138.30586,2,285.02,0.7352875,-29788.188,-29598.67,-29759.035,129.91615,2,419.75214,0.07904737,-29788.188,-29795.703,131.30466,2,302.47583,0.6392413,-29788.188,-29774.0,149.68741,2,562.0366,0.0021411495,-29788.188,-29788.695,127.110916,2,289.4887,0.71229273,-29788.188,-29763.129
1240,0,217.22791558743265,67.44988,3,232.65234,0.76387674,-44253.195,-44035.97,-44218.227,60.397762,3,216.14629,0.831628,-44253.195,-44201.4,53.921497,3,228.478,0.7826383,-44253.195,-44214.1,61.527176,3,218.11671,0.82444054,-44253.195,-44203.473,60.162228,3,226.91615,0.78937143,-44253.195,-44212.54
1243,0,181.58768829260617,271.5167,1,417.95337,0.73481923,-42961.39,-42779.81,-42932.32,273.25388,1,374.5358,0.8944348,-42961.39,-42887.168,286.31436,1,450.70422,0.5437552,-42961.39,-42957.688,288.4561,1,408.4627,0.7796418,-42961.39,-42923.145,266.57303,1,414.7533,0.7505867,-42961.39,-42929.29
1256,0,169.12552554779717,571.48267,0,701.4531,0.7043552,-35135.52,-34966.43,-35112.03,591.60803,0,515.2912,0.9966631,-35135.52,-34916.742,604.7597,0,755.2183,0.3700124,-35135.52,-35143.08,594.01105,0,693.27625,0.74660546,-35135.52,-35104.523,591.0118,0,651.14844,0.89806026,-35135.52,-35060.406
1299,0,167.45735551415333,573.1828,0,699.8907,0.6966452,-35132.56,-34965.14,-35110.312,583.88544,0,660.3321,0.86532056,-35132.56,-35070.69,582.0439,0,733.4963,0.48915985,-35132.56,-35133.375,589.6092,0,689.90717,0.7486328,-35132.56,-35101.17,580.59155,0,648.94086,0.89626765,-35132.56,-35058.266
1300,1,172.97574708048757,116.91629,2,246.73099,0.70056736,-28306.832,-28133.865,-28283.695,112.17866,2,180.36732,0.92793113,-28306.832,-28214.607,113.90532,2,285.83768,0.46089262,-28306.832,-28309.637,110.81816,2,556.91254,0.0007661102,-28306.832,-28307.045,114.85625,2,253.79932,0.66110575,-28306.832,-28289.672
1305,1,200.61550033463885,35.782383,3,190.67874,0.74831873,-32788.688,-32588.076,-32756.92,31.871485,3,161.85254,0.86161757,-32788.688,-32727.273,33.090706,3,208.55852,0.6527009,-32788.688,-32772.65,34.41096,3,217.6668,0.59799296,-32788.688,-32779.44,36.951794,3,197.22334,0.71540046,-32788.688,-32763.0
1315,1,172.30861304676327,97.417206,2,227.71307,0.7013838,-29387.303,-29215.002,-29364.012,98.068794,2,229.68811,0.69065183,-29387.303,-29365.73,89.61047,2,262.60565,0.4891377,-29387.303,-29388.129,101.38966,2,534.02405,0.0008582049,-29387.303,-29387.537,94.14472,2,234.43872,0.66397613,-29387.303,-29369.719
1335,1,165.78018716766093,728.9963,0,856.11676,0.6997315,-32223.121,-32057.39,-32200.535,722.58575,0,1045.2533,0.015930474,-32223.121,-32225.62,710.56604,0,856.3959,0.69821376,-32223.121,-32200.777,711.92426,0,1166.4606,0.0006594653,-32223.121,-32223.305,723.02985,0,899.144,0.42999217,-32223.121,-32227.74
1354,0,231.73896325642545,604.20996,0,786.60156,0.7884811,-48772.914,-48541.19,-48732.906,608.9476,0,639.4601,0.9940822,-48772.914,-48576.207,610.9571,0,761.1446,0.8781821,-48772.914,-48706.004,603.6918,0,772.8131,0.8419876,-48772.914,-48718.58,623.82275,0,726.50165,0.9464757,-48772.914,-48668.004
1363,0,184.54025878696203,681.1275,0,829.5088,0.7419896,-35008.684,-34824.17,-34978.695,688.09973,0,539.70856,0.9998149,-35008.684,-34678.53,683.3223,0,830.344,0.73774904,-35008.684,-34979.49,689.0848,0,817.0938,0.799049,-35008.684,-34966.477,696.12396,0,764.3826,0.9402506,-35008.684,-34909.445
1364,1,200.86448951966887,189.89,1,347.50797,0.7537344,-34348.66,-34147.805,-34315.953,184.491,1,405.51923,0.4068385,-34348.66,-34354.6,187.03694,1,355.76996,0.71215594,-34348.66,-34323.637,191.15025,1,374.8636,0.6019748,-34348.66,-34339.0,199.03606,1,353.61066,0.7234245,-34348.66,-34321.68
1383,0,217.1267873960658,208.20996,1,379.99216,0.77370447,-44402.527,-44185.406,-44365.566,211.40651,1,333.261,0.91913307,-44402.527,-44315.676,222.715,1,389.88718,0.7260551,-44402.527,-44375.03,218.34283,1,368.9115,0.81969965,-44402.527,-44354.29,216.0211,1,379.92676,0.77398974,-44402.527,-44365.504
1387,1,176.02998936647694,565.6458,0,721.35156,0.75435525,-29409.371,-29233.385,-29377.021,549.4121,0,615.0073,0.9801053,-29409.371,-29263.113,579.32587,0,730.89716,0.70520365,-29409.371,-29385.865,537.1674,0,739.09174,0.6587919,-29409.371,-29392.809,563.91724,0,763.14655,0.5070863,-29409.371,-29408.822
1402,0,214.05878309637276,241.30177,1,414.30878,0.7754282,-45114.668,-44900.617,-45077.355,250.2214,1,535.6954,0.13133547,-45114.668,-45124.29,251.75034,1,417.65228,0.7600941,-45114.668,-45080.633,251.45438,1,403.19803,0.8213061,-45114.668,-45066.02,248.48773,1,414.0891,0.7764145,-45114.668,-45077.137
1426,0,267.4160863825299,517.0626,0,719.21466,0.80886346,-49087.797,-48820.395,-49042.74,512.21686,0,749.4046,0.6595088,-49087.797,-49070.965,489.9795,0,645.4595,0.96610695,-49087.797,-48962.723,502.8009,0,703.41626,0.86431473,-49087.797,-49025.984,503.91025,0,665.43774,0.9444726,-49087.797,-48984.39
1433,1,176.7062446019174,212.08275,1,360.53903,0.7388754,-31735.555,-31558.865,-31705.781,220.03134,1,500.04437,0.07133352,-31735.555,-31742.633,224.16396,1,391.27277,0.5614168,-31735.555,-31730.188,235.436,1,644.2386,0.0018130842,-31735.555,-31735.994,224.16348,1,367.50876,0.70269465,-31735.555,-31712.14
1440,0,163.40402655701334,656.9636,0,791.4387,0.7149503,-35227.395,-35064.03,-35202.207,648.48035,0,710.6027,0.953737,-35227.395,-35116.69,643.81573,0,792.56573,0.708929,-35227.395,-35203.215,631.0806,0,770.51697,0.81230557,-35227.395,-35181.785,639.4413,0,729.2607,0.92692137,-35227.395,-35137.1
1444,1,215.59724754050393,168.4877,2,345.27344,0.7802868,-36221.79,-36006.2,-36183.41,186.85875,1,320.82306,0.8695195,-36221.79,-36157.758,169.5856,2,339.08206,0.80641145,-36221.79,-36177.125,178.16203,1,373.18832,0.6337734,-36221.79,-36208.3,177.81036,1,351.08838,0.753552,-36221.79,-36189.1
1447,1,214.6520525490737,150.28069,2,320.59766,0.7717538,-37260.105,-37045.46,-37223.58,146.54578,2,272.43503,0.92101616,-37260.105,-37172.156,155.1806,2,325.30725,0.7496911,-37260.105,-37228.156,145.82341,2,344.91486,0.6439074,-37260.105,-37245.293,155.34006,2,328.67825,0.7330883,-37260.105,-37231.336
1468,0,178.45151691944307,323.88818,1,460.92825,0.71724653,-38957.52,-38779.086,-38931.66,336.27692,1,547.8293,0.21174183,-38957.52,-38968.29,336.68362,1,498.86993,0.4877837,-38957.52,-38958.445,331.03857,1,448.7289,0.7765448,-38957.52,-38920.05,324.89777,1,459.22815,0.7260616,-38957.52,-38930.11
1469,1,172.80038835312953,162.73427,2,303.62817,0.7246936,-28154.791,-27982.004,-28127.602,163.69225,2,422.12234,0.10973307,-28154.791,-28163.678,163.53085,2,333.2922,0.55048394,-28154.791,-28150.469,171.94241,2,598.3439,0.0012670283,-28154.791,-28155.117,162.82132,2,311.03677,0.6849989,-28154.791,-28134.166
1472,1,191.18376621131586,78.24622,3,231.09766,0.74546105,-29736.393,-29545.215,-29705.248,79.455574,3,256.52664,0.6036325,-29736.393,-29726.525,71.801544,3,245.57584,0.6686866,-29736.393,-29718.139,83.28212,3,260.63702,0.5780655,-29736.393,-29729.32,75.49982,3,236.69319,0.7172141,-29736.393,-29710.441
1473,0,197.14855167446152,84.95993,2,239.97705,0.7485868,-39332.254,-39135.11,-39300.44,73.23561,3,236.86604,0.76332253,-39332.254,-39297.438,80.90493,3,254.28098,0.67349637,-39332.254,-39313.266,80.65929,3,225.54929,0.81172985,-39332.254,-39286.043,84.42976,2,235.21338,0.7708885,-39332.254,-39295.82
