,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
13028,0,191.6211417903165,94.46583,2,249.20741,0.7482806,-37440.734,-37249.113,-37408.996,104.62725,2,220.20738,0.8621985,-37440.734,-37379.164,88.53397,2,261.57626,0.6839152,-37440.734,-37420.188,105.74926,2,238.48245,0.7965255,-37440.734,-37398.41,106.28858,2,247.48088,0.7565261,-37440.734,-37407.34
13031,0,319.53247901377745,10.044548,3,262.50842,0.8456126,-44119.21,-43799.676,-44063.195,10.856631,3,98.77236,0.99725,-44119.21,-43889.863,10.851893,3,187.2926,0.9741352,-44119.21,-43981.406,17.015057,3,251.21649,0.87977177,-44119.21,-44050.996,14.797464,3,259.47977,0.8554906,-44119.21,-44059.953
13034,0,183.87283854872402,206.13802,1,364.64844,0.7550023,-37557.44,-37373.582,-37524.46,225.18074,1,370.55072,0.72584057,-37557.44,-37530.016,215.17984,1,382.68164,0.65948653,-37557.44,-37540.527,223.28662,1,355.24457,0.79700094,-37557.44,-37515.133,209.86179,1,363.6776,0.7596258,-37557.44,-37523.52
13053,0,177.97167955939497,262.78714,1,386.01038,0.6853326,-34554.94,-34376.984,-34534.26,252.371,1,388.05765,0.6738294,-34554.94,-34535.992,234.96649,1,401.6027,0.5929459,-34554.94,-34546.3,235.33382,1,364.21005,0.7925776,-34554.94,-34513.75,255.24931,1,381.67438,0.70894027,-34554.94,-34530.48
13062,1,179.1326179984342,584.8878,0,734.4218,0.7440172,-31041.498,-30862.404,-31011.129,573.20496,0,852.5034,0.116771095,-31041.498,-31050.52,596.93176,0,747.73285,0.6724174,-31041.498,-31023.002,617.5113,0,1015.8087,0.0018027476,-31041.498,-31041.934,587.81067,0,777.062,0.48805702,-31041.498,-31042.39
13067,0,178.1706042654534,265.6234,1,399.57083,0.710127,-40249.258,-40071.1,-40224.57,240.50774,1,369.54828,0.8414534,-40249.258,-40194.734,250.36119,1,416.3239,0.6140713,-40249.258,-40238.195,258.71432,1,383.63818,0.7869012,-40249.258,-40209.363,260.52902,1,396.14496,0.72795767,-40249.258,-40221.453
13069,0,170.97549283604405,455.64413,0,593.20306,0.71943855,-37733.934,-37562.977,-37707.797,464.76062,0,916.3331,0.00057162833,-37733.934,-37734.098,457.95792,0,614.83875,0.5940422,-37733.934,-37725.21,456.27032,0,579.14386,0.7867797,-37733.934,-37694.297,457.38593,0,552.30536,0.88084495,-37733.934,-37665.92
13072,0,204.90259722705775,50.418915,3,209.9492,0.75545824,-41090.67,-40885.77,-41057.445,49.343643,3,177.84111,0.8755105,-41090.67,-41024.06,47.920322,3,222.73936,0.6899781,-41090.67,-41069.152,49.75987,3,196.47943,0.8135344,-41090.67,-41043.93,48.47059,3,205.35663,0.776536,-41090.67,-41052.953
13080,1,174.70337748328322,308.76175,1,449.09766,0.7242736,-34023.7,-33849.01,-33996.65,310.76587,1,624.7266,0.02699244,-34023.7,-34027.43,307.63272,1,471.08997,0.59798276,-34023.7,-34014.52,301.91312,1,475.75244,0.5687155,-34023.7,-34017.617,301.0364,1,451.3448,0.71251434,-34023.7,-33998.688
13083,1,284.58581785728984,29.668245,3,254.35071,0.8266081,-39310.445,-39025.86,-39260.19,32.072094,3,110.55092,0.99475914,-39310.445,-39106.918,25.257772,3,201.06825,0.94923604,-39310.445,-39202.156,26.085947,3,276.1314,0.73156047,-39310.445,-39281.9,28.725584,3,259.86118,0.80538833,-39310.445,-39265.914
13091,0,173.9727941140442,134.02739,2,281.77234,0.73666984,-36071.793,-35897.824,-36042.32,132.9035,2,255.25505,0.8468382,-36071.793,-36015.46,142.17567,2,312.87128,0.55698586,-36071.793,-36066.836,143.84137,2,270.6064,0.788446,-36071.793,-36031.45,143.49728,2,279.45782,0.74804085,-36071.793,-36040.137
13093,1,174.17833895382793,218.16753,1,361.30963,0.7292916,-30629.533,-30455.373,-30601.543,222.08061,1,374.3564,0.6579768,-30629.533,-30612.867,225.97217,1,393.00183,0.54310155,-30629.533,-30625.9,210.19925,1,387.15738,0.5802468,-30629.533,-30622.262,218.33296,1,365.5066,0.7074114,-30629.533,-30605.35
13095,0,173.56373020854397,333.7744,1,470.98975,0.7179378,-36257.15,-36083.605,-36231.203,319.89557,1,387.0519,0.9569153,-36257.15,-36142.242,340.67953,0,502.69104,0.52869505,-36257.15,-36254.8,334.79752,1,457.17786,0.7843281,-36257.15,-36217.97,337.55304,1,470.0603,0.72277206,-36257.15,-36230.355
13100,1,183.23141992696338,274.56036,1,429.4961,0.7506471,-29117.188,-28933.975,-29085.25,267.7168,1,606.3407,0.029618196,-29117.188,-29121.166,283.58646,1,448.09564,0.6503554,-29117.188,-29101.61,270.44363,1,455.1019,0.60803235,-29117.188,-29106.885,277.57825,1,434.22852,0.72703797,-29117.188,-29089.691
13105,0,178.10781998710777,1448.8044,0,1581.1075,0.71635735,-36775.203,-36597.164,-36750.305,1431.625,0,1252.2937,0.9999355,-36775.203,-36411.66,1459.3092,0,1572.3832,0.7611926,-36775.203,-36742.1,1451.2853,0,1516.5348,0.9337433,-36775.203,-36682.465,1433.0419,0,1416.8505,0.99500245,-36775.203,-36577.19
13117,0,257.63550397504196,76.41303,3,285.67966,0.81372035,-48788.75,-48531.113,-48742.004,80.03296,3,184.67879,0.98308486,-48788.75,-48632.99,85.54564,2,258.71866,0.89712715,-48788.75,-48713.027,86.08267,2,274.70242,0.8526868,-48788.75,-48730.41,75.55115,3,281.62015,0.82897675,-48788.75,-48737.77
13121,0,386.2562919561072,176.65657,1,487.76566,0.87579584,-33396.883,-33010.645,-33330.86,174.08446,1,341.77856,0.9967415,-33396.883,-33176.23,182.63963,1,351.565,0.9958111,-33396.883,-33186.176,173.27528,2,475.17352,0.9071297,-33396.883,-33317.074,170.43002,2,482.6692,0.8894627,-33396.883,-33325.293
13124,0,195.60573318488716,101.56489,2,261.19897,0.7559934,-39355.0,-39159.4,-39321.72,102.90846,2,287.6909,0.610773,-39355.0,-39344.29,102.834435,2,275.2511,0.6835317,-39355.0,-39334.51,99.8103,2,247.44278,0.8151695,-39355.0,-39307.9,114.752365,2,259.74472,0.7628103,-39355.0,-39320.31
13125,1,220.65636084590597,172.58174,2,344.76593,0.774348,-37756.805,-37536.156,-37719.73,152.0567,2,322.34976,0.859341,-37756.805,-37696.395,159.88057,2,329.8016,0.8345358,-37756.805,-37704.36,155.67393,2,365.46707,0.6681991,-37756.805,-37738.645,163.27878,2,349.67578,0.7515175,-37756.805,-37724.516
13136,0,180.34352256049786,229.36378,1,374.65234,0.73245883,-42917.656,-42737.324,-42889.0,232.37009,1,372.84262,0.74149346,-42917.656,-42887.3,224.31378,1,391.41602,0.6401077,-42917.656,-42903.344,230.5478,1,361.15213,0.79485404,-42917.656,-42875.824,227.62326,1,372.26416,0.74433833,-42917.656,-42886.75
13138,0,172.6607235640144,734.7956,0,898.8907,0.7661078,-42108.332,-41935.703,-42073.47,747.3302,0,719.13617,0.99715906,-42108.332,-41883.703,737.48126,0,882.1336,0.8352372,-42108.332,-42056.324,757.6071,0,889.63104,0.8065751,-42108.332,-42064.156,730.92236,0,824.7634,0.9575747,-42108.332,-41993.76
13142,0,326.48490185035274,41.44115,3,296.63373,0.84739363,-43419.43,-43092.95,-43362.9,43.96504,3,184.51128,0.98994607,-43419.43,-43242.39,37.435307,3,212.71304,0.9795104,-43419.43,-43271.883,42.90171,3,284.5005,0.883488,-43419.43,-43349.773,37.07797,3,292.23688,0.8614396,-43419.43,-43358.176
13148,0,173.14118469686582,240.16652,1,388.94553,0.7390742,-38889.887,-38716.758,-38860.03,239.19708,1,363.91196,0.84368974,-38889.887,-38834.676,258.79535,1,424.3891,0.53191483,-38889.887,-38887.25,239.06075,1,374.96994,0.80237323,-38889.887,-38846.254,242.18362,1,387.54938,0.7459632,-38889.887,-38858.707
13150,1,176.22292587036776,135.32921,2,271.11716,0.7135537,-33843.85,-33667.64,-33818.53,141.21591,2,406.17947,0.071331404,-33843.85,-33850.953,127.49938,2,298.83704,0.5497511,-33843.85,-33839.586,125.811226,2,561.8496,0.0013673258,-33843.85,-33844.2,136.06938,2,278.85934,0.67119133,-33843.85,-33825.234
13181,1,177.98327623371088,150.11821,2,295.95718,0.73395056,-28148.945,-27970.979,-28120.072,171.74239,2,327.4205,0.550664,-28148.945,-28144.607,164.25223,2,333.98203,0.5085052,-28148.945,-28148.277,164.71881,2,581.7148,0.0016794556,-28148.945,-28149.36,168.34468,2,307.84775,0.67001206,-28148.945,-28130.553
13187,1,312.2174811773323,49.213642,3,293.58398,0.840808,-37120.523,-36808.31,-37066.133,47.423347,3,196.12776,0.9847244,-37120.523,-36960.855,46.09183,3,220.99088,0.97148615,-37120.523,-36987.152,41.707375,3,314.0116,0.7574869,-37120.523,-37086.996,40.221664,3,297.77612,0.8258377,-37120.523,-37070.566
13204,0,176.86458599386464,176.96866,1,316.71222,0.7216852,-38814.293,-38637.438,-38787.562,187.68066,1,314.3816,0.73358434,-38814.293,-38785.406,194.19528,1,362.6151,0.44324833,-38814.293,-38818.22,192.26488,1,306.9251,0.769336,-38814.293,-38778.266,181.06349,1,315.88022,0.72598284,-38814.293,-38786.793
13209,0,382.7142244836068,19.914717,3,330.26855,0.87502444,-35300.312,-34917.6,-35234.234,25.999565,3,138.07083,0.9989733,-35300.312,-35032.875,19.848412,3,195.89554,0.99549764,-35300.312,-35091.37,18.99472,3,318.14163,0.9053585,-35300.312,-35220.96,21.537441,3,326.84036,0.8843486,-35300.312,-35230.504
13220,0,223.66855785851948,97.410545,2,284.02344,0.7911379,-46723.918,-46500.254,-46682.875,102.00853,2,369.22028,0.29816356,-46723.918,-46733.85,99.47974,2,272.04318,0.8374206,-46723.918,-46670.44,95.50152,2,270.67737,0.8421473,-46723.918,-46668.99,104.53215,2,281.03427,0.8035473,-46723.918,-46679.83
13221,0,277.0345699365867,55.66112,3,272.0728,0.8198272,-48449.58,-48172.55,-48401.17,50.218555,3,228.71594,0.9325539,-48449.58,-48354.086,61.692657,3,235.9092,0.92000043,-48449.58,-48361.992,56.20976,3,259.53394,0.86256754,-48449.58,-48387.832,52.25691,3,267.6215,0.83607453,-48449.58,-48396.5
13223,1,227.33438131511474,110.54023,2,287.84152,0.78050786,-38130.652,-37903.32,-38092.14,111.66064,2,274.73856,0.8327589,-38130.652,-38078.652,112.987206,2,284.95972,0.7929436,-38130.652,-38089.242,121.19705,2,316.0971,0.63236994,-38130.652,-38117.316,111.8384,2,295.0113,0.74732363,-38130.652,-38099.137
13228,1,172.89428079307595,463.82462,0,600.78906,0.7197631,-28450.615,-28277.758,-28424.57,480.29797,0,1033.1677,3.0212843e-05,-28450.615,-28450.627,469.98013,0,626.335,0.56887335,-28450.615,-28444.566,485.2478,0,895.2164,0.0011497489,-28450.615,-28450.912,471.56293,0,644.4917,0.45107052,-28450.615,-28454.008
13252,1,180.94196259516173,107.45734,2,256.0898,0.73817825,-33833.656,-33652.723,-33803.9,105.17404,2,246.9419,0.7810102,-33833.656,-33795.027,106.61522,2,278.86652,0.6109008,-33833.656,-33822.945,105.44641,2,283.62573,0.5814362,-33833.656,-33826.227,115.884895,2,265.48715,0.68891513,-33833.656,-33812.36
13254,0,173.80161688695856,436.5881,0,591.0446,0.75043935,-34772.215,-34598.438,-34740.387,451.02057,0,638.676,0.4660932,-34772.215,-34774.652,459.8582,0,616.6559,0.6073403,-34772.215,-34762.016,462.814,0,583.7137,0.7843042,-34772.215,-34733.203,454.52637,0,551.79144,0.8927052,-34772.215,-34699.312
13263,0,205.4982065454809,49.93679,3,212.38481,0.7598353,-41937.355,-41731.855,-41903.227,55.991825,3,211.27632,0.76498544,-41937.355,-41902.15,54.46477,3,228.99751,0.6738966,-41937.355,-41918.28,49.716488,3,199.06697,0.81653965,-41937.355,-41889.81,53.09716,3,209.00526,0.77528757,-41937.355,-41899.914
13282,1,278.0514258091179,21.385532,3,243.48213,0.8245383,-39299.035,-39020.99,-39249.35,25.20463,3,116.875534,0.99176466,-39299.035,-39113.71,21.778093,3,197.7408,0.9382262,-39299.035,-39199.586,23.83617,3,266.62494,0.72179645,-39299.035,-39272.246,22.628216,3,249.38982,0.8015174,-39299.035,-39255.477
13307,0,207.58317511747987,162.27774,2,335.9304,0.7758699,-45036.473,-44828.895,-44999.0,161.07318,2,546.7955,0.014940403,-45036.473,-45038.902,174.42027,1,343.70523,0.73925316,-45036.473,-45006.508,169.15015,2,324.19357,0.82396024,-45036.473,-44986.996,176.49207,1,337.33057,0.7695734,-45036.473,-45000.375
13310,0,181.46420655899135,455.8832,0,584.18256,0.6990865,-37765.824,-37584.383,-37743.086,432.18884,0,604.3314,0.5795389,-37765.824,-37758.652,422.3084,0,580.74884,0.7174691,-37765.824,-37740.02,456.9352,0,569.97363,0.77049136,-37765.824,-37729.81,437.52292,0,541.9901,0.87383187,-37765.824,-37700.53
13325,0,297.09182087143506,401.96085,0,637.2344,0.83559364,-46415.004,-46117.93,-46362.5,411.98096,0,560.9793,0.97330374,-46415.004,-46279.613,413.59,0,572.4118,0.96446425,-46415.004,-46291.867,407.1067,0,625.19385,0.87406445,-46415.004,-46349.55,402.93872,0,592.5995,0.9415666,-46415.004,-46313.805
13327,0,346.44486513505217,42.035168,3,318.74472,0.8594076,-41000.086,-40653.65,-40939.61,42.29608,3,176.32819,0.9957831,-41000.086,-40788.19,40.30016,3,215.45258,0.9885909,-41000.086,-40828.4,37.09947,3,305.8497,0.8949043,-41000.086,-40925.57,38.21872,3,314.50632,0.8720728,-41000.086,-40935.016
13331,0,170.86130420349693,651.0015,0,767.9532,0.67172635,-36545.453,-36374.63,-36527.0,635.35254,0,1029.7264,0.0021773684,-36545.453,-36545.96,653.0479,0,801.39404,0.46122438,-36545.453,-36548.203,667.7033,0,757.84235,0.7270139,-36545.453,-36518.12,629.89526,0,707.8642,0.9072102,-36545.453,-36466.01
13344,0,193.03073762954048,177.33806,1,342.03906,0.7640457,-38499.8,-38306.777,-38464.93,176.98679,1,341.063,0.7685281,-38499.8,-38463.977,165.54779,2,335.2209,0.7941864,-38499.8,-38458.14,168.81323,2,326.85233,0.8271419,-38499.8,-38449.492,186.27531,1,342.29865,0.7628289,-38499.8,-38465.188
13347,0,172.69386877148955,688.2401,0,837.3512,0.7428227,-37982.414,-37809.754,-37952.215,709.62286,0,1091.4896,0.0037251543,-37982.414,-37983.207,684.69354,0,831.6552,0.7701752,-37982.414,-37946.71,686.43164,0,822.56555,0.8094184,-37982.414,-37937.54,689.7456,0,770.77875,0.9424156,-37982.414,-37881.363
13359,1,182.53548992098496,128.78355,2,285.3359,0.7518058,-31379.225,-31196.703,-31346.873,132.78139,2,472.3255,0.02369536,-31379.225,-31382.637,133.71257,2,304.7784,0.6473958,-31379.225,-31363.957,122.40754,2,310.26764,0.614512,-31379.225,-31368.102,121.258644,2,290.68146,0.7252314,-31379.225,-31351.896
13373,0,237.7996743001861,42.027523,3,232.70816,0.79536307,-47562.727,-47324.934,-47520.617,44.435562,3,210.65233,0.8724366,-47562.727,-47497.297,38.992493,3,214.20212,0.8619643,-47562.727,-47501.14,40.158897,3,219.47575,0.8450951,-47562.727,-47506.805,40.84196,3,228.52037,0.812277,-47562.727,-47516.324
13374,0,180.49084564363943,368.5199,0,508.1653,0.72261995,-41709.17,-41528.69,-41682.383,350.38864,0,457.08475,0.9068184,-41709.17,-41629.23,356.18176,0,517.5151,0.67176586,-41709.17,-41690.547,349.86163,0,489.51486,0.8082919,-41709.17,-41664.13,352.57758,0,472.2634,0.86806977,-41709.17,-41645.816
13380,0,168.54677635134442,993.1758,0,1150.4062,0.7576915,-41008.74,-40840.242,-40975.836,1012.63214,0,900.3714,0.9995383,-41008.74,-40715.43,1002.6485,0,1135.7003,0.82138497,-41008.74,-40960.992,1003.6081,0,1133.5774,0.82941484,-41008.74,-40958.76,987.5111,0,1044.2351,0.9805769,-41008.74,-40862.066
13381,0,171.6832421342911,454.16763,0,600.7709,0.73649144,-40455.375,-40283.71,-40426.15,458.472,0,910.1598,0.0009003093,-40455.375,-40455.617,467.8829,0,624.3295,0.6029373,-40455.375,-40445.656,468.7592,0,590.43414,0.78505456,-40455.375,-40416.105,446.42273,0,558.5026,0.8929806,-40455.375,-40382.19
13383,0,180.01178353929316,239.84341,1,390.17532,0.74210626,-34569.887,-34389.89,-34539.496,251.30762,1,753.83563,0.00023109626,-34569.887,-34569.96,238.89105,1,405.35556,0.6604426,-34569.887,-34552.867,235.02658,1,375.38092,0.8082219,-34569.887,-34524.83,253.47714,1,391.80734,0.7339514,-34569.887,-34541.03
13388,1,190.3288400538415,85.55121,2,237.23058,0.7433836,-32093.398,-31903.074,-32062.64,92.43764,2,290.5964,0.42348644,-32093.398,-32098.477,89.62803,2,262.62247,0.6013342,-32093.398,-32083.79,92.51798,2,267.76935,0.56924695,-32093.398,-32087.227,92.105545,2,246.0823,0.697673,-32093.398,-32070.707
13390,0,188.31001043682033,923.3062,0,1072.2968,0.74422455,-38262.094,-38073.824,-38231.816,905.0955,0,966.24536,0.97909546,-38262.094,-38118.426,882.2516,0,1020.57056,0.9186711,-38262.094,-38177.19,908.9506,0,1052.6996,0.8295295,-38262.094,-38212.082,909.26337,0,976.2182,0.97303796,-38262.094,-38129.008
13405,1,213.3686619897664,49.13719,3,213.05469,0.76215744,-36637.703,-36424.336,-36603.12,43.331387,3,193.07639,0.8424898,-36637.703,-36582.645,45.256203,3,220.1918,0.72740114,-36637.703,-36609.89,44.00997,3,237.82764,0.62922657,-36637.703,-36624.742,46.41537,3,218.57742,0.7355349,-36637.703,-36608.395
13417,0,218.80350454394573,67.063,3,239.7949,0.7741531,-46675.848,-46457.047,-46638.66,72.75253,3,361.9054,0.12984717,-46675.848,-46685.465,57.629204,3,232.02351,0.8070695,-46675.848,-46630.81,67.31888,3,226.72137,0.827362,-46675.848,-46625.285,67.72063,3,235.87985,0.7912205,-46675.848,-46634.746
13428,0,262.69913722570163,163.70201,2,375.11523,0.8159441,-48949.242,-48686.547,-48901.992,180.66031,1,342.45016,0.91118556,-48949.242,-48866.715,169.79742,2,339.2846,0.9175567,-48949.242,-48863.227,173.58643,2,364.08862,0.8547506,-48949.242,-48890.32,170.20036,2,371.82397,0.8283016,-48949.242,-48898.547
13434,0,227.74061311814035,362.20804,0,558.5098,0.8025566,-48248.684,-48020.957,-48205.09,355.9424,0,766.86755,0.018248638,-48248.684,-48251.496,365.84772,0,526.7582,0.90214217,-48248.684,-48171.035,357.08743,0,544.4186,0.8539455,-48248.684,-48190.266,365.61316,0,521.20245,0.91408783,-48248.684,-48164.926
13435,0,170.41305253947777,720.42786,0,863.2969,0.73175293,-38006.152,-37835.777,-37978.023,741.1666,0,722.2439,0.9907845,-38006.152,-37828.312,698.7913,0,845.1362,0.8142271,-38006.152,-37960.055,697.3491,0,843.3559,0.8211282,-38006.152,-37958.21,718.67487,0,793.5397,0.9438746,-38006.152,-37904.02
13450,0,187.9444288574457,1094.869,0,1252.4559,0.75947845,-37459.824,-37271.926,-37426.742,1120.22,0,910.2717,0.9999604,-37459.824,-37074.105,1092.2053,0,1221.3392,0.8776766,-37459.824,-37394.28,1133.4252,0,1234.6222,0.8348024,-37459.824,-37408.582,1097.7219,0,1132.808,0.9866323,-37459.824,-37298.812
13452,0,177.9498929348702,251.68018,1,398.99475,0.7365459,-38899.418,-38721.48,-38870.043,258.92014,1,462.54922,0.35187742,-38899.418,-38907.746,245.68527,1,411.85254,0.6674718,-38899.418,-38881.383,236.2732,1,381.60867,0.813975,-38899.418,-38852.797,250.95993,1,396.88754,0.7469554,-38899.418,-38868.055
13458,1,195.60472504404024,116.99094,2,269.69916,0.7452845,-33582.12,-33386.52,-33551.016,115.2651,2,286.68057,0.6540503,-33582.12,-33565.934,106.78408,2,279.02795,0.69713813,-33582.12,-33559.53,118.70056,2,297.9945,0.5856089,-33582.12,-33574.25,116.5873,2,276.80435,0.70909786,-33582.12,-33557.562
13460,1,351.123259003963,107.55369,2,386.5656,0.861205,-31305.25,-30954.14,-31244.438,113.58709,2,208.99167,0.998337,-31305.25,-31057.48,112.64751,2,284.6349,0.9884895,-31305.25,-31134.693,101.173164,2,406.37772,0.78811324,-31305.25,-31265.213,104.668724,2,392.35254,0.8423465,-31305.25,-31250.65
13464,1,198.6486455004463,71.91693,3,221.81703,0.74014074,-33533.25,-33334.605,-33503.094,67.16355,3,240.25143,0.6395381,-33533.25,-33518.98,63.65222,3,237.78304,0.6540226,-33533.25,-33517.043,60.582237,3,245.88187,0.60557085,-33533.25,-33523.145,71.54535,3,228.03377,0.70829725,-33533.25,-33508.79
13472,1,220.25847670515324,120.96703,2,291.1641,0.77141184,-36717.73,-36497.477,-36681.254,118.43566,2,232.49681,0.93838286,-36717.73,-36618.305,107.75464,2,279.95605,0.81824344,-36717.73,-36669.863,113.80612,2,314.72852,0.64803076,-36717.73,-36702.36,119.45416,2,297.78833,0.7400344,-36717.73,-36687.633
13474,1,204.25789919445228,46.67146,3,207.94142,0.7583248,-34210.24,-34005.98,-34176.46,40.54496,3,140.67375,0.9462328,-34210.24,-34104.44,44.944862,3,219.89407,0.69780314,-34210.24,-34187.496,47.496128,3,234.89236,0.61106724,-34210.24,-34199.492,46.383965,3,214.04242,0.72849506,-34210.24,-34182.234
13479,0,184.3817657341098,119.72934,2,277.46173,0.75300807,-42824.74,-42640.367,-42792.055,141.37842,2,251.8321,0.8547613,-42824.74,-42765.734,138.99939,2,309.83392,0.57042414,-42824.74,-42818.445,132.94661,2,267.17776,0.79878896,-42824.74,-42781.85,132.99902,2,276.02008,0.759839,-42824.74,-42790.664
13480,1,169.22110142064508,115.29483,2,253.39847,0.71850985,-29416.191,-29246.98,-29390.035,108.06877,2,324.45215,0.29052296,-29416.191,-29426.258,114.52483,2,286.43008,0.52171284,-29416.191,-29414.43,127.75039,2,551.2833,0.0011528872,-29416.191,-29416.492,111.8515,2,259.9444,0.6832578,-29416.191,-29395.785
13488,0,296.8201574814458,237.99619,1,467.3399,0.83071256,-47271.727,-46974.914,-47220.453,230.75975,1,494.1896,0.71075356,-47271.727,-47246.94,234.48509,1,401.14233,0.9642427,-47271.727,-47148.383,227.4661,1,452.9622,0.8766343,-47271.727,-47205.02,225.30936,1,463.5587,0.8439707,-47271.727,-47216.44
13498,1,178.83409698530224,247.9596,1,379.93552,0.7062074,-33951.18,-33772.36,-33927.18,236.61188,1,433.50034,0.3762524,-33951.18,-33958.547,234.92618,1,401.56415,0.5791075,-33951.18,-33944.02,238.91756,1,686.84467,0.00084603427,-33951.18,-33951.41,235.92812,1,381.05917,0.70015275,-33951.18,-33928.17
13501,0,210.32710564394444,31.146194,3,197.08424,0.7647621,-43494.914,-43284.59,-43459.74,30.568584,3,154.34917,0.9066335,-43494.914,-43414.47,24.25501,3,200.10936,0.75053674,-43494.914,-43462.664,35.23843,3,184.79852,0.81663275,-43494.914,-43447.316,25.953514,3,191.83101,0.788112,-43494.914,-43454.523
13507,0,208.29804487445097,124.0701,2,284.31702,0.75689745,-43580.375,-43372.082,-43546.9,125.063354,2,306.71448,0.63659674,-43580.375,-43566.484,127.04661,2,298.40405,0.68439096,-43580.375,-43559.754,122.891304,2,270.6687,0.81547123,-43580.375,-43533.184,128.6491,2,280.7754,0.77322257,-43580.375,-43543.445
13527,1,243.47096030763387,48.222576,3,241.97658,0.7988558,-39350.0,-39106.53,-39307.09,53.231388,3,191.30612,0.9357506,-39350.0,-39252.32,49.219475,3,223.98169,0.86304504,-39350.0,-39288.11,50.993824,3,266.68787,0.67807436,-39350.0,-39330.332,55.35531,3,249.24379,0.7672225,-39350.0,-39314.363
13541,0,191.07709990788726,396.55765,0,546.8884,0.74304146,-36751.7,-36560.637,-36721.234,402.07983,0,578.1875,0.5624572,-36751.7,-36746.246,394.69272,0,554.34125,0.70448214,-36751.7,-36728.07,392.02298,0,531.98785,0.8095877,-36751.7,-36706.453,395.62885,0,509.8973,0.8827609,-36751.7,-36682.86
13545,1,184.4463461608334,100.87278,2,253.85156,0.74586713,-29759.2,-29574.76,-29727.996,99.04822,2,386.21176,0.08822203,-29759.2,-29767.188,103.85842,2,276.2303,0.62264454,-29759.2,-29747.086,101.983215,2,281.8493,0.5881173,-29759.2,-29751.064,93.20609,2,259.18365,0.71897876,-29759.2,-29732.96
13552,1,169.7780376888142,402.4385,0,525.7438,0.687834,-28583.217,-28413.475,-28562.312,389.38135,0,744.5323,0.0072761984,-28583.217,-28584.588,390.4478,0,550.28204,0.5380129,-28583.217,-28580.064,391.24496,0,842.195,0.00056578394,-28583.217,-28583.379,393.2154,0,568.905,0.41772977,-28583.217,-28588.549
13559,0,186.83217811565936,325.3805,1,482.24258,0.7532996,-36689.24,-36502.418,-36656.72,342.6492,0,667.2015,0.024718486,-36689.24,-36692.742,326.14914,1,488.79633,0.7205375,-36689.24,-36662.844,333.8569,1,470.60785,0.80488163,-36689.24,-36645.117,333.86203,1,482.43912,0.75238323,-36689.24,-36656.9
13579,0,165.5900883502735,514.1236,0,646.041,0.70821536,-35080.88,-34915.324,-35056.715,504.5027,0,612.53094,0.8528133,-35080.88,-35023.21,525.78973,0,679.70306,0.5029649,-35080.88,-35080.65,508.3493,0,630.0885,0.7859905,-35080.88,-35041.53,512.51605,0,599.8961,0.8894034,-35080.88,-35009.5
13583,0,166.84811215215416,759.5826,0,909.8063,0.74520975,-38055.273,-37888.47,-38024.68,765.8564,0,1068.3969,0.04399626,-38055.273,-38060.445,735.4993,0,880.2384,0.8635863,-38055.273,-37994.29,753.92816,0,893.87726,0.81600153,-38055.273,-38008.77,776.7829,0,834.9813,0.9537532,-38055.273,-37944.746
13584,1,196.30661098459404,228.93477,1,384.85492,0.7515878,-31478.566,-31282.275,-31446.361,237.29079,1,344.1244,0.8964126,-31478.566,-31403.645,239.23734,1,405.6867,0.6385507,-31478.566,-31464.508,237.10194,1,414.84702,0.58236045,-31478.566,-31471.074,239.05724,1,391.19827,0.71976656,-31478.566,-31452.29
13592,1,232.420338618193,465.13116,0,661.9222,0.80405456,-39770.637,-39538.24,-39726.895,498.15665,0,536.1774,0.990695,-39770.637,-39592.164,479.4966,0,635.4352,0.8907715,-39770.637,-39698.58,493.76773,0,692.9875,0.64701015,-39770.637,-39755.535,469.50296,0,702.8356,0.5867055,-39770.637,-39762.72
13596,0,172.46577652639746,238.96313,1,381.05048,0.7269308,-36169.035,-35996.582,-36141.434,240.88605,1,330.8647,0.906505,-36169.035,-36089.125,233.93015,1,400.6117,0.61651045,-36169.035,-36157.688,222.94905,1,363.3027,0.8079023,-36169.035,-36124.023,233.16731,1,377.57254,0.74434316,-36169.035,-36138.188
13603,0,179.49468924768362,251.91826,1,389.205,0.71713513,-40240.23,-40060.75,-40214.34,259.51746,1,392.13776,0.70156413,-40240.23,-40216.957,258.78598,1,424.38013,0.50604147,-40240.23,-40239.758,251.04276,1,374.96536,0.7853044,-40240.23,-40200.695,259.1126,1,389.2479,0.7169035,-40240.23,-40214.38
